id,content,date,language,tags,title,ratings,sentiment,offerings,destinations,norm_user_rating,user_rating,categorized_rating
377380-172154246038,سوق قديم.له اكثر من ٣٠ سنه دون توسعة او نقل او تطوير..يحتاج لزيادة في مواقف السيارات..للاسف مسيطرة عليه العمالة الاجنبية..يوجد القليل من الاسماك الطازجة وكثرة الاسماك المبردة والمثلجة والتي تباع كطازجة .... …Moreسوق قديم.له اكثر من ٣٠ سنه دون توسعة او نقل او تطوير..يحتاج لزيادة في مواقف السيارات..للاسف مسيطرة عليه العمالة الاجنبية..يوجد القليل من الاسماك الطازجة وكثرة الاسماك المبردة والمثلجة والتي تباع كطازجة .... للاسف غلاء في اسعار التقشير وتنظيف السمك..من الشركة المشغلة..طلبا وجشعا في الربح دون تطوير لاماكن التنظيف,2021-04-11T08:42:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 20, 'raw': 1}",negative,['Retail'],['Jeddah'],20,1,negative
377380-203587163999,"ذهبنا له اليوم بتاريخ ٦/ صفر، فوجدناه مقفل! ومكتوب أنه تحت الصيانة! طيب لماذا لا يوضح هذا الأمر هنا من خلال خانة ساعات ومواعيد العمل !! يعني الواحد يتعنّى بالطريق له ساعة وساعة ونصف ثم يتفاجأ بأنه مقفل!!",2021-04-11T08:42:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",King Salman Park,"{'normalized': 80, 'raw': 4}",negative,"['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']",80,4,positive
377380-195845890993,السوق متوفر كل شئ,2022-01-15T07:11:00+00:00,ara,"[{'value': 'c07bdg8cu1iccnqmcq8g', 'sentiment': None}]",Ghunaim Mall,"{'normalized': 80, 'raw': 4}",positive,['Retail'],['Al Baha'],80,4,positive
377380-194722900319,حجزت عن طريق بوكنق سعره رخيص وصورة جميله ومرتب ويوم وصلت لقيت الوضع مختلف تماما يمكن الصور لها ١٠ سنوات والواقع سيى جدا اشرد,2022-01-07T19:08:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125c0', 'sentiment': None}]",Al Eairy Furnished Apartments Taif,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Taif'],20,1,negative
377380-203585443038,Great spot. Highly recommended,2021-04-11T08:42:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Madinah', 'Riyadh', 'Riyadh', 'Dammam']",100,5,positive
377380-203585033946,جميل,2021-04-11T08:42:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Wadi Lajab,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Jizan'],100,5,positive
377380-203583041343,من اجمل المرتفعات باردة جدا لكن الخدمات شبه معدومه لا يوجد خدمات خذ اكلك من وسط البلد واغراضك,2021-04-11T08:42:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 80, 'raw': 4}",negative,['Tourism Attractions/ Sites'],['Abha'],80,4,positive
377380-195462152981,سيء وتعامل غير مرضي,2022-01-15T19:12:00+00:00,ara,"[{'value': 'c07bdlkbb64t6si78sag', 'sentiment': None}]",فندق انتور جازان,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Jizan'],20,1,negative
377380-203587447417,Good,2021-04-11T08:42:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Madinah'],80,4,positive
377380-203582918278,"Marid Castle has some parts dating back to 100 BCE and the Nabateans. Most renowned when Queen Zenobia of Palmyra 300A.D. named it "" Marid"" meaning difficult as she couldn't enter. Other parts added over centuries. Really beautiful and well restored around edges . One can walk-around and up the stairs and explore all the nooks and crannies. A MUST SEE!!!",2021-04-11T08:42:00+00:00,eng,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Sakaka / AlJouf'],100,5,positive
377380-203584166608,my lovely walking track,2021-04-11T08:42:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Prince Ibn Jalawy Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Khobar'],100,5,positive
377380-203583167155,جو وجمال طبيعة,2021-04-11T08:42:00+00:00,ara,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Wadi Nazzer,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Namas'],100,5,positive
377380-203582238929,Good,2021-04-11T08:42:00+00:00,eng,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abha Dam,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-194152816693,منظر البحر جميل جدا والأكل ممتاز والخدمة ممتازة,2022-01-01T09:31:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Jeddah Hilton Hotel,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-203587330414,It's very peaceful place and good stay,2021-04-11T08:42:00+00:00,eng,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Tabuk castle,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tabuk'],100,5,positive
377380-203583649147,المكان مغلق,2021-04-11T08:42:00+00:00,ara,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Meger Tourist Village,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['Al Namas'],60,3,neutral
377380-203585195180,موقع جميل ويستحق الزياره,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}, {'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]","Old Jeddah, Al Balad","{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Retail']","['Taif', 'Jeddah']",80,4,positive
377380-193089156307,مكان ممتاز وموقعه ممتاز جدا,2021-12-19T17:37:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-203589007598,مكان ومتنزه جميل جدا ... ومكان مفضل للعائلات,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tanomah'],100,5,positive
377380-203589242555,Clean and quiet,2021-04-11T08:43:00+00:00,eng,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Waterfront Beach Royal Commission Yanbu,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Yanbu'],100,5,positive
377380-192921683985,اكثر من رائع... ألف شكر,2021-12-17T08:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Pullman Zamzam Madina,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Madinah'],100,5,positive
377380-172154246831,Ok,2021-04-11T08:43:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 100, 'raw': 5}",neutral,['Retail'],['Jeddah'],100,5,positive
377380-192687276366,سيء جدا جدا لا بوجد خدمة غرف,2021-12-13T14:02:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Pullman Zamzam Makkah,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Makkah'],20,1,negative
377380-193212173572,مطل رائع على الكعبه,2021-12-20T16:58:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-203585762641,ممتاز,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Khobar Sea Front,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Khobar'],80,4,positive
377380-203591369778,"A very lovely green area. A large parameter to walk or run on the outside. Entrance fee is 12 SAR per adult. Not sure of the young fees though. Inside is a large green area suitable for a walk. Picnics are allowed. You can get your own food or buy from snack shops inside. The large lake showcases a dancing fountain every 1-2 hours after dusk. The times are a bit flexible.. so you'll have to wait to see. Kids play area is available with swings and slides. Though they'd enjoy running on the grass more. Down side is professional cameras are not allowed, which is a shame cuz its a lobely place to make memories. Yet you can take photos with your camera phone!!!",2021-04-11T08:43:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",80,4,positive
377380-192432379162,فندق جميل وقريب من مصلى النساء والخدمة ممتازة والاستقبال رائع سيكون مكان اقامتي دائماً,2021-12-11T15:49:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Frontel Al Harithia Hotel- Madina,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Madinah'],100,5,positive
377380-203584913594,جميل ومتنوع الفعاليات,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-191583237979,ممتاز,2021-12-02T07:01:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Elaf Taiba Hotel فندق إيلاف طيبة,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Madinah'],80,4,positive
377380-203588048535,مكان ممتاز جدا,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Shareef Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203582744555,رائع رائع رائع ✨😀👍,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Ahsa'],100,5,positive
377380-203588102224,جميلة جدا,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 80, 'raw': 4}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Taif', 'Taif']",80,4,positive
377380-203583803706,مكان ممتاز,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}, {'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Khairah Forest Park,"{'normalized': 60, 'raw': 3}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Al Baha', 'Tanomah']",60,3,neutral
377380-203584260165,مكان رااااااااائع جداا,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Modon Lake Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-190880332412,مكان تقف عن وصفه الألسن,2021-11-22T20:47:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",negative,['Religious'],['Makkah'],100,5,positive
377380-203585820128,للامانه لايستحق ان ادفع ١٠٠ ريال عشان ادخل مكان صغير وصوت الاغاني جدا عالي والتزاحم فيه .. اخذته فاوتشر مع فندي البيلسان ولو عدت مره اخرى ماراح ادخله ولا اخذ الفاوتشر ثانيه .. يعني ناس جنبك ماتدفع شيء,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c9g8qqc8hb0qun2qahs0', 'sentiment': None}]",Yam Beach,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['KAEC'],60,3,neutral
377380-203585881931,مميز,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rle7c8hb0sd7naaag0', 'sentiment': None}]",Hlewa Heritage Market,"{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Madinah']",80,4,positive
377380-203584521553,Amazing!,2021-04-11T08:43:00+00:00,eng,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Umluj'],100,5,positive
377380-191566524183,جيده والاسعار مبالغة,2021-12-01T01:24:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",الزوايا الهادئة للشقق المفروشة,"{'normalized': 60, 'raw': 3}",negative,['Accommodation'],['Jeddah'],60,3,neutral
377380-203582135028,جميل,2021-04-11T08:43:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Al Soudah National Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203584175918,مميز,2021-04-11T08:44:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Prince Ibn Jalawy Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Khobar'],100,5,positive
377380-203588089689,"جميله لنزهات العائله ونظيفه مرتبه Nice for family outings, clean and tidy",2021-04-11T08:44:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Taif', 'Taif']",100,5,positive
377380-203585900321,Good coffee and nice vibes,2021-04-11T08:44:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123k0', 'sentiment': None}]",Five Elephants Speciality Coffee,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Madinah'],100,5,positive
377380-203588115445,Nice place,2021-04-11T08:44:00+00:00,eng,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Al-Qaryah Al-Turathiyah Restaurant,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Tabuk'],100,5,positive
377380-203582918366,جميلة,2021-04-11T08:44:00+00:00,ara,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Sakaka / AlJouf'],100,5,positive
377380-190328861972,أقامه جدآ رائعه وطاقم الاستقبال جدآ رائع ومتعاون,2021-11-17T05:33:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-167194410525,جيد وتراثي وجميل للزوار,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Souq Al Zel,"{'normalized': 60, 'raw': 3}",positive,"['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']",60,3,neutral
377380-167194424890,افضل تسوق بمدينه جدة هاذا المول الجميل,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Red Sea Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-167516488392,More(Translated by Google) Excellent and cheap compared to off-market prices (Original) ممتاز ورخيص بالمقارنة مع الإسعار خارج السوق,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 80, 'raw': 4}",positive,['Retail'],['Jeddah'],80,4,positive
377380-167207972513,انصح الجميع شاطئ نظيف وجميل,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-167193318625,ممتاز,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Al Mahmal Center,"{'normalized': 80, 'raw': 4}",positive,['Retail'],['Jeddah'],80,4,positive
377380-167328302655,مكان رائع للتنزه انصحكم فيه وخدمات جداً ممتازه,2021-02-08T14:42:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125c0', 'sentiment': None}]",Meral Oasis Resort Taif,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Taif'],100,5,positive
377380-167192765063,Best place to shop sea food,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Central Fish Market,"{'normalized': 60, 'raw': 3}",positive,['Retail'],['Jeddah'],60,3,neutral
377380-167632563273,"More(Translated by Google) I ordered classic meat God honors the blessing of 28 riyals The bread is a plain white bread followed by lusine The flesh is breathable and uneven By God, there are burger restaurants in Dammam. The 15 grain tastes better than it Tomato and onion large sauce has no taste I do not recommend it at all (Original) طلبت كلاسيك لحم الله يكرم النعمه الحبه 28 ريال الخبز خبز عادي ابيض تبع لوزين اللحم فيع زفر وغير مستوي والله فيه مطاعم برقر بالدمام الحبه 15 طعمها افضل منه الطماط والبصل كبيره الصوص لايوجد طعم لا انصح فيه بتاتا",2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122r0', 'sentiment': None}]",OAK SMOKEHOUSE,"{'normalized': 40, 'raw': 2}",negative,['Food & Beverage'],['Dammam'],40,2,negative
377380-167155596507,"More(Translated by Google) A very nice restaurant, nice atmosphere, suitable for large families, traditional oriental food and Gulf cuisine. The fish is delicious. Nice restaurant if you look for the traditional and delicious sea food this is what you looking for (Original) مطعم جميل جدا اجواءه لطيفه يناسب العائلات الكبيره اكله تقليدي شرقاوي واكلات خليجيه السمك فيه لذييذ جربته ثلاث مرات وكلها تجارب حلوه Nice restaurant if you look for traditional and delicious sea food this is what you looking for",2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdifepd3oq1r122r0', 'sentiment': None}]",Oah Yamal Restaurant Dammam,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Dammam'],100,5,positive
377380-167256270128,I am happy,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Hayat Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Riyadh'],100,5,positive
377380-167200682067,جميل,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Dhul Hulaifah Miqat Mosque,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Madinah'],100,5,positive
377380-167309771514,"One of best steak shops in Riyadh. The place has a nice views of Riyadh. I love a wagyu steak. The disadvantage, the staff is not friendly.",2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Entrecôte Café de Paris,"{'normalized': 80, 'raw': 4}",negative,['Accommodation'],['Riyadh'],80,4,positive
377380-167206915022,ممتاز جداً ومريح,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Makkah'],100,5,positive
377380-167191829388,افضل مول بالنسبة لي,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122s0', 'sentiment': None}]",Mall of Dhahran,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Dammam'],100,5,positive
377380-167254439591,Good and Fresh fish,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bk44bb64t6si78v80', 'sentiment': None}]",Al Marsah Seafood Restaurant,"{'normalized': 80, 'raw': 4}",positive,['Food & Beverage'],['Yanbu'],80,4,positive
377380-167352021558,"More(Translated by Google) The best fish in Jeddah is delicious and fresh, grilled or fried, prawns, squid, tajines, and everything that his heart loves from the types of fish (Original) افضل سمك في جده لذيذ وطازج مشوي او مقلي ربيان حبار وطواجن وكل شي يحبه قلبه من أنواع السمك",2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",Saidi Fish Restaurant,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Jeddah'],100,5,positive
377380-167169564457,Worst Indian food in Riyadh... please don’t visit and waste your money.,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Darbar Restaurant,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Riyadh'],20,1,negative
377380-167607155802,رائع,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122r0', 'sentiment': None}]",Burger King - Enoc Dareen,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Dammam'],100,5,positive
377380-168764916362,More(Translated by Google) One of the best Lebanese restaurants in Riyadh that offers delicious manakish ... as well as the menu with a variety of options ... and the prices of the items are very satisfactory. (Original) من افضل المطاعم اللبنانية بالرياض اللي تقدم مناقيش لذيذه .. وكذلك المنيو فيه خيارات متنوعة .. وأسعار الأصناف مرضية جداً,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Lamis Bistro,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167230834151,مناسب للاطفال جدا,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 60, 'raw': 3}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",60,3,neutral
377380-168715030619,شكرا يحيى,2021-02-26T01:52:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Jabal Omar Hyatt Regency Makkah,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-167252843447,Place is so relaxing with ample space. Where you can bring your family and enjoy the ambiance of nature.,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",King Abdullah Environmental Park,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-167160267891,Why deffirent price compare from jeddah. Here in khamis musyat are more cheaper then jeddah.,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",Lapaz Batchoy Restaurant Khamis,"{'normalized': 100, 'raw': 5}",negative,['Food & Beverage'],['Jeddah'],100,5,positive
377380-167196364904,مكان مميز,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Riyadh Gallery Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Riyadh'],100,5,positive
377380-167246496390,More(Translated by Google) One of the best cafes and roasters in Riyadh (Original) من أفضل المقاهي والمحامص في الرياض,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Camel Step Coffee Roasters,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167246496394,Love it! One of the trusted coffee shops in my opinion. Prices depends on the type of coffee beans you choose Great service,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",Camel Step Coffee Roasters,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Riyadh'],100,5,positive
377380-167196321831,Very Nice Experience and high end quality,2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Riyadh Front,"{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Retail']","['Madinah', 'Riyadh', 'Riyadh']",80,4,positive
377380-167206897672,"Wow, world 1st ranked review place,",2021-02-07T00:00:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}",positive,['Religious'],['Makkah'],100,5,positive
377380-167138153854,More(Translated by Google) A beautiful small garden characterized by the most famous tourist attractions in the place there is a toilet and a small coffee shop. (Original) حديقة جميله صغيره تتميز باأشهر المعالم السياحيه يوجد في المكان دورة مياه و وكوفي صغير سعر الدخول للكبار ١١ وللصغار اكبر من ٣ سنين ب ٦ واقل من ٣ سنين مجانا,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",WORLD SIGHTS PARK,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Riyadh'],80,4,positive
377380-167252835615,رائع,2021-02-07T00:00:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",King Abdullah Environmental Park,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
